id,metin,etiket,kategori,metin_temiz
7801,Kullanıcı bilgileriniz doğrulanamadığı için seyahat erişiminiz kısıtlanmıştır.,spam,seyahat,kullanıç bilgi doğrulanamadık seyahat eriş kısıtla
7802,Rezervasyon hesabınız yeniden aktif edilmeyi beklemektedir.,spam,seyahat,rezervasyo hesap yeni aktif edilme beklemek
7803,Seyahat uygulamanız farklı cihazdan giriş algılamıştır.,spam,seyahat,seyahat uygulama farklı cihaz giriş algılamış
7804,Özel tatil promosyonunuz hesabınıza tanımlanmıştır.,spam,seyahat,özel tatil promosyo hesap tanımla
7805,Bilet doğrulama bağlantınız yeniden oluşturulmuştur.,spam,seyahat,bilet doğrula bağla yeni oluşturul
7806,Seyahat hesabınız güvenlik nedeniyle geçici olarak kapatılmıştır.,spam,seyahat,seyahat hesap güvenlik neden geçiç kapatıl
7807,Otel rezervasyonunuz için ödeme bilgileri yeniden talep edilmektedir.,spam,seyahat,otel rezervasyo öde bilgi yeni talep edilmek
7808,Kullanıcı profiliniz seyahat sistemi tarafından doğrulanamamıştır.,spam,seyahat,kullanıç profil seyahat siste doğrulanamamış
7809,Ücretsiz tatil paketi kazandığınız bildirilmektedir.,spam,seyahat,ücretsiz tatil paket kazandık bildirilmek
7810,Seyahat hesabınızın silinmemesi için giriş yapmanız gerekmektedir.,spam,seyahat,seyahat hesap silinmemes giriş yapma gerekmek
7811,Bilet işlemleriniz güvenlik incelemesine alınmıştır.,spam,seyahat,bilet işle güvenlik inceleme al
7812,Özel kullanıcı seyahat avantajları hesabınıza yüklenmiştir.,spam,seyahat,özel kullanıç seyahat avantaj hesap yükle
7813,Rezervasyon bilgileriniz eksik olduğu için işlem beklemeye alınmıştır.,spam,seyahat,rezervasyo bilgi eksik işle bekleme al
7814,Tatil ödülünüzün teslimatı için kullanıcı doğrulaması gereklidir.,spam,seyahat,tatil ödül teslimat kullanıç doğrulamas gerekli
7815,Seyahat puan transferiniz askıya alınmıştır.,spam,seyahat,seyahat puan transfer askı al
7816,Ücretsiz konaklama hakkınız bugün sona ermektedir.,spam,seyahat,ücretsiz konakla hakk bugu so ermek
7817,Seyahat üyelik hesabınız yeniden doğrulanmayı beklemektedir.,spam,seyahat,seyahat üyelik hesap yeni doğrulanma beklemek
7818,Konaklama hesabınız güvenlik sistemi tarafından sınırlandırılmıştır.,spam,seyahat,konakla hesap güvenlik siste sınırlandırıl
7819,Rezervasyon erişiminizin devam etmesi için işlem yapılmalıdır.,spam,seyahat,rezervasyo erişim deva etmes işle yapılmal
7820,Yayın platformu üyeliğinizin devam etmesi için hesabınızı doğrulamanız gerekmektedir.,spam,yayın,yay platformu üyelik deva etmes hesap doğrulama gerekmek
7821,Premium erişim hakkınız ücretsiz olarak hesabınıza tanımlanmıştır.,spam,yayın,premium eriş hakk ücretsiz hesap tanımla
7822,Hesabınız farklı cihazdan giriş nedeniyle incelemeye alınmıştır.,spam,yayın,hesap farklı cihaz giriş neden inceleme al
7823,Ücretsiz yayın paketi kampanyasına dahil edildiğiniz bildirilmektedir.,spam,yayın,ücretsiz yay paket kampanya dahil edildik bildirilmek
7824,Yayın üyeliğiniz güvenlik nedeniyle geçici olarak askıya alınmıştır.,spam,yayın,yay üyelik güvenlik neden geçiç askı al
7825,Platform hesabınız doğrulanamadığı için erişiminiz sınırlandırılmıştır.,spam,yayın,platform hesap doğrulanamadık eriş sınırlandırıl
7826,Özel kullanıcı içerik erişimi hesabınıza yüklenmeyi beklemektedir.,spam,yayın,özel kullanıç içerik eriş hesap yüklenme beklemek
7827,Yayın hesabınız riskli işlem grubuna dahil edilmiştir.,spam,yayın,yay hesap riskli işle grup dahil edil
7828,Ücretsiz film üyeliğiniz bugün sona ermektedir.,spam,yayın,ücretsiz film üyelik bugu so ermek
7829,Platform güvenlik doğrulaması tamamlanmadığı için işlem durdurulmuştur.,spam,yayın,platform güvenlik doğrulamas tamamlanmadık işle durdurul
7830,Hesabınıza ait ödeme bilgileri yeniden talep edilmektedir.,spam,yayın,hesap ait öde bilgi yeni talep edilmek
7831,Yayın erişiminizin devam etmesi için kullanıcı doğrulaması gerekmektedir.,spam,yayın,yay erişim deva etmes kullanıç doğrulamas gerekmek
7832,Premium paket yükseltmeniz onay beklemektedir.,spam,yayın,premium paket yükseltme onay beklemek
7833,Kullanıcı profiliniz yayın sistemi tarafından doğrulanamamıştır.,spam,yayın,kullanıç profil yay siste doğrulanamamış
7834,Özel içerik ödülünüz hesabınıza tanımlanmıştır.,spam,yayın,özel içerik ödül hesap tanımla
7835,Yayın hesabınız olağan dışı işlem nedeniyle kısıtlanmıştır.,spam,yayın,yay hesap olağa dış işle neden kısıtla
7836,Ücretsiz üyelik uzatma fırsatı hesabınıza yüklenmiştir.,spam,yayın,ücretsiz üyelik uzatma fırsat hesap yükle
7837,Platform hesabınızın silinmemesi için işlem yapılmalıdır.,spam,yayın,platform hesap silinmemes işle yapılmal
7838,Yayın güvenlik politikaları kapsamında hesabınız incelenmektedir.,spam,yayın,yay güvenlik politika kapsam hesap incelenmek
7839,Özel etkinlik erişimi için giriş yapmanız gerekmektedir.,spam,yayın,özel etkinlik eriş giriş yapma gerekmek
7840,Kullanıcı hesabınız yeni yayın sistemine aktarılmaktadır.,spam,yayın,kullanıç hesap ye yay sistem aktarılmak
7841,Premium içerik erişiminiz doğrulama beklemektedir.,spam,yayın,premium içerik eriş doğrula beklemek
7842,Platform erişim bilgileriniz eksik görünmektedir.,spam,yayın,platform eriş bilgi eksik görünmek
7843,Yayın hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,yayın,yay hesap ait öde işle başarıs ol
7844,Ücretsiz canlı yayın erişim hakkınız tanımlanmıştır.,spam,yayın,ücretsiz canlı yay eriş hakk tanımla
7845,Hesabınız geçici olarak güvenlik kontrolüne alınmıştır.,spam,yayın,hesap geçiç güvenlik kontrol al
7846,Yayın platformu kullanıcı bilgilerinizi yeniden istemektedir.,spam,yayın,yay platformu kullanıç bilgi yeni istemek
7847,Özel yayın kuponunuz aktif edilmeyi beklemektedir.,spam,yayın,özel yay kupo aktif edilme beklemek
7848,Yayın erişiminizin devam edebilmesi için işlem yapılmalıdır.,spam,yayın,yay erişim deva edebilmes işle yapılmal
7849,Premium içerik hesabınız askıya alınmıştır.,spam,yayın,premium içerik hesap askı al
7850,Kullanıcı giriş bilgileriniz yeniden doğrulanmalıdır.,spam,yayın,kullanıç giriş bilgi yeni doğrulanmal
7851,Yayın platformu hesabınız güvenlik nedeniyle sınırlandırılmıştır.,spam,yayın,yay platformu hesap güvenlik neden sınırlandırıl
7852,Ücretsiz dizi paketi üyeliğiniz oluşturulmuştur.,spam,yayın,ücretsiz diz paket üyelik oluşturul
7853,Platform üyeliğiniz riskli erişim nedeniyle incelenmektedir.,spam,yayın,platform üyelik riskli eriş neden incelenmek
7854,Yayın hesabınız için yeni doğrulama bağlantısı oluşturulmuştur.,spam,yayın,yay hesap ye doğrula bağlantıs oluşturul
7855,Özel kullanıcı ödülleri hesabınıza aktarılmayı beklemektedir.,spam,yayın,özel kullanıç ödül hesap aktarılma beklemek
7856,Canlı yayın erişiminiz doğrulama eksikliği nedeniyle durdurulmuştur.,spam,yayın,canlı yay eriş doğrula eksiklik neden durdurul
7857,Ücretsiz premium içerik süreniz dolmak üzeredir.,spam,yayın,ücretsiz premium içerik süre dolmak üzer
7858,Yayın hesabınızın tekrar aktif edilmesi için giriş yapmanız gerekmektedir.,spam,yayın,yay hesap tekrar aktif edilmes giriş yapma gerekmek
7859,Platform kullanıcı hesabınız güvenlik incelemesine alınmıştır.,spam,yayın,platform kullanıç hesap güvenlik inceleme al
7860,Market üyeliğinizin devam edebilmesi için hesabınızı doğrulamanız gerekmektedir.,spam,market,market üyelik deva edebilmes hesap doğrulama gerekmek
7861,Ücretsiz alışveriş kuponunuz hesabınıza tanımlanmıştır.,spam,market,ücretsiz alışveriş kupo hesap tanımla
7862,Sipariş ödemeniz eksik doğrulama nedeniyle beklemeye alınmıştır.,spam,market,sipariş ödeme eksik doğrula neden bekleme al
7863,Market hesabınız güvenlik incelemesine alınmıştır.,spam,market,market hesap güvenlik inceleme al
7864,Kullanıcı bilgileriniz güncellenmediği için siparişiniz durdurulmuştur.,spam,market,kullanıç bilgi güncellenmedik sipariş durdurul
7865,Özel müşteri indirim programına dahil edildiğiniz bildirilmektedir.,spam,market,özel müşter indir program dahil edildik bildirilmek
7866,Teslimat işlemlerinizin devam etmesi için giriş yapmanız gerekmektedir.,spam,market,teslimat işlem deva etmes giriş yapma gerekmek
7867,Market puanlarınızın silinmemesi için hesabınızı doğrulamanız beklenmektedir.,spam,market,market puan silinmemes hesap doğrulama beklenmek
7868,Kargo teslimatınız güvenlik nedeniyle askıya alınmıştır.,spam,market,kargo teslimat güvenlik neden askı al
7869,Ücretsiz alışveriş kampanyasına katılımınız onaylanmıştır.,spam,market,ücretsiz alışveriş kampanya katıl onayla
7870,Market hesabınız olağan dışı işlem nedeniyle sınırlandırılmıştır.,spam,market,market hesap olağa dış işle neden sınırlandırıl
7871,Ödeme bilgileriniz yeniden doğrulanmayı beklemektedir.,spam,market,öde bilgi yeni doğrulanma beklemek
7872,Kullanıcı hesabınız yeni market sistemine aktarılmaktadır.,spam,market,kullanıç hesap ye market sistem aktarılmak
7873,Sipariş hesabınız riskli kullanıcı grubuna dahil edilmiştir.,spam,market,sipariş hesap riskli kullanıç grup dahil edil
7874,Özel alışveriş ödülünüz hesabınıza yüklenmiştir.,spam,market,özel alışveriş ödül hesap yükle
7875,Teslimat erişiminizin devam etmesi için işlem yapılmalıdır.,spam,market,teslimat erişim deva etmes işle yapılmal
7876,Ücretsiz market bakiyesi hesabınıza tanımlanmıştır.,spam,market,ücretsiz market bakiyes hesap tanımla
7877,Sipariş doğrulama bağlantınız yeniden oluşturulmuştur.,spam,market,sipariş doğrula bağla yeni oluşturul
7878,Market üyeliğiniz geçici olarak askıya alınmıştır.,spam,market,market üyelik geçiç askı al
7879,Kullanıcı bilgileriniz eksik olduğu için siparişiniz iptal edilmek üzeredir.,spam,market,kullanıç bilgi eksik sipariş iptal edilmek üzer
7880,Özel kampanya kuponunuz bugün sona ermektedir.,spam,market,özel kampanya kupo bugu so ermek
7881,Market hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,market,market hesap ait öde işle başarıs ol
7882,Teslimat bilgileriniz güvenlik incelemesine alınmıştır.,spam,market,teslimat bilgi güvenlik inceleme al
7883,Ücretsiz teslimat avantajınız hesabınıza tanımlanmıştır.,spam,market,ücretsiz teslimat avantaj hesap tanımla
7884,Kullanıcı hesabınız doğrulanamadığı için market erişiminiz kısıtlanmıştır.,spam,market,kullanıç hesap doğrulanamadık market eriş kısıtla
7885,Sipariş geçmişiniz güvenlik nedeniyle incelenmektedir.,spam,market,sipariş geçmiş güvenlik neden incelenmek
7886,Ödeme hesabınız geçici olarak sınırlandırılmıştır.,spam,market,öde hesap geçiç sınırlandırıl
7887,Market uygulaması kullanıcı bilgilerinizi yeniden istemektedir.,spam,market,market uygulamas kullanıç bilgi yeni istemek
7888,Alışveriş ödülünüzün aktif edilmesi için işlem yapılmalıdır.,spam,market,alışveriş ödül aktif edilmes işle yapılmal
7889,Ücretsiz indirim kuponu hakkınız oluşturulmuştur.,spam,market,ücretsiz indir kupo hakk oluşturul
7890,Market hesabınızın kapatılmaması için doğrulama gerekmektedir.,spam,market,market hesap kapatılmamas doğrula gerekmek
7891,Teslimat erişim bilgileriniz eksik görünmektedir.,spam,market,teslimat eriş bilgi eksik görünmek
7892,Kullanıcı profiliniz market sistemi tarafından doğrulanamamıştır.,spam,market,kullanıç profil market siste doğrulanamamış
7893,Sipariş işlemleriniz güvenlik nedeniyle beklemeye alınmıştır.,spam,market,sipariş işle güvenlik neden bekleme al
7894,Özel müşteri avantajları hesabınıza aktarılmayı beklemektedir.,spam,market,özel müşter avantaj hesap aktarılma beklemek
7895,Market puan transferiniz askıya alınmıştır.,spam,market,market puan transfer askı al
7896,Ücretsiz alışveriş fırsatı bugün sona ermektedir.,spam,market,ücretsiz alışveriş fırsat bugu so ermek
7897,Kargo teslimat hesabınız yeniden doğrulanmayı beklemektedir.,spam,market,kargo teslimat hesap yeni doğrulanma beklemek
7898,Sipariş bilgileriniz güvenlik politikaları kapsamında incelenmektedir.,spam,market,sipariş bilgi güvenlik politika kapsam incelenmek
7899,Market üyeliğiniz riskli erişim nedeniyle sınırlandırılmıştır.,spam,market,market üyelik riskli eriş neden sınırlandırıl
7900,Yazılım lisansınızın süresi dolduğu için hesabınızı doğrulamanız gerekmektedir.,spam,yazılım,yazıl lisans süres dolduk hesap doğrulama gerekmek
7901,Geliştirici paneliniz güvenlik incelemesine alınmıştır.,spam,yazılım,geliştiriç panel güvenlik inceleme al
7902,Ücretsiz yazılım güncellemesi hesabınıza tanımlanmıştır.,spam,yazılım,ücretsiz yazıl güncellemes hesap tanımla
7903,API erişim bilgileriniz doğrulanamadığı için işlem durdurulmuştur.,spam,yazılım,api eriş bilgi doğrulanamadık işle durdurul
7904,Yazılım hesabınız farklı cihazdan giriş nedeniyle sınırlandırılmıştır.,spam,yazılım,yazıl hesap farklı cihaz giriş neden sınırlandırıl
7905,Lisans anahtarınızın aktif edilmesi için bağlantıya giriş yapmanız gerekmektedir.,spam,yazılım,lisans anahtar aktif edilmes bağlantı giriş yapma gerekmek
7906,Kullanıcı bilgileriniz eksik olduğu için geliştirici erişiminiz kısıtlanmıştır.,spam,yazılım,kullanıç bilgi eksik geliştiriç eriş kısıtla
7907,Özel beta erişimi hesabınıza yüklenmiştir.,spam,yazılım,özel beta eriş hesap yükle
7908,Yazılım platformu hesabınız geçici olarak askıya alınmıştır.,spam,yazılım,yazıl platformu hesap geçiç askı al
7909,Sunucu erişiminizin devam etmesi için doğrulama işlemi gerekmektedir.,spam,yazılım,sunuç erişim deva etmes doğrula işle gerekmek
7910,Yeni güvenlik sistemi kapsamında API bilgileriniz yeniden talep edilmektedir.,spam,yazılım,ye güvenlik siste kapsam api bilgi yeni talep edilmek
7911,Bulut hesabınız güvenlik nedeniyle incelemeye alınmıştır.,spam,yazılım,bulut hesap güvenlik neden inceleme al
7912,Premium geliştirici üyeliğiniz aktif edilmeyi beklemektedir.,spam,yazılım,premium geliştiriç üyelik aktif edilme beklemek
7913,Kod depolama hesabınız riskli işlem grubuna dahil edilmiştir.,spam,yazılım,kod depola hesap riskli işle grup dahil edil
7914,Ücretsiz lisans yükseltmesi kampanyasına katılımınız onaylanmıştır.,spam,yazılım,ücretsiz lisans yükseltmes kampanya katıl onayla
7915,Yazılım hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,yazılım,yazıl hesap ait öde işle başarıs ol
7916,Sunucu panelinizin kapatılmaması için işlem yapılmalıdır.,spam,yazılım,sunuç panel kapatılmamas işle yapılmal
7917,Bulut depolama alanınız askıya alınmıştır.,spam,yazılım,bulut depola ala askı al
7918,Yazılım erişim bilgileriniz yeniden doğrulanmalıdır.,spam,yazılım,yazıl eriş bilgi yeni doğrulanmal
7919,Kullanıcı hesabınız yeni geliştirici sistemine aktarılmaktadır.,spam,yazılım,kullanıç hesap ye geliştiriç sistem aktarılmak
7920,Ücretsiz hosting avantajı hesabınıza tanımlanmıştır.,spam,yazılım,ücretsiz hostingi avantaj hesap tanımla
7921,Yazılım hesabınız olağan dışı erişim nedeniyle kısıtlanmıştır.,spam,yazılım,yazıl hesap olağa dış eriş neden kısıtla
7922,Lisans yenileme işleminiz güvenlik doğrulaması beklemektedir.,spam,yazılım,lisans yenile işle güvenlik doğrulamas beklemek
7923,API hesabınız geçici olarak devre dışı bırakılmıştır.,spam,yazılım,api hesap geçiç devre dış bırakıl
7924,Sunucu erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,yazılım,sunuç erişim deva etmes giriş yapma gerekmek
7925,Kod yönetim hesabınız yeniden aktif edilmeyi beklemektedir.,spam,yazılım,kod yönet hesap yeni aktif edilme beklemek
7926,Özel geliştirici ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,yazılım,özel geliştiriç ödül hesap aktarılma beklemek
7927,Bulut servis hesabınız güvenlik politikaları kapsamında incelenmektedir.,spam,yazılım,bulut servis hesap güvenlik politika kapsam incelenmek
7928,Yazılım ödeme sisteminiz doğrulanamadığı için işlem durdurulmuştur.,spam,yazılım,yazıl öde siste doğrulanamadık işle durdurul
7929,Premium araç erişiminiz bugün sona ermektedir.,spam,yazılım,premium araç eriş bugu so ermek
7930,Kullanıcı doğrulaması yapılmadığı için yazılım hesabınız askıya alınacaktır.,spam,yazılım,kullanıç doğrulamas yapılmadık yazıl hesap askı alınacak
7931,Sunucu hesabınız riskli kullanıcı grubuna dahil edilmiştir.,spam,yazılım,sunuç hesap riskli kullanıç grup dahil edil
7932,Yazılım lisans bilgileriniz eksik görünmektedir.,spam,yazılım,yazıl lisans bilgi eksik görünmek
7933,Ücretsiz yazılım paketi hesabınıza tanımlanmıştır.,spam,yazılım,ücretsiz yazıl paket hesap tanımla
7934,Bulut veri hesabınız yeniden doğrulanmayı beklemektedir.,spam,yazılım,bulut ver hesap yeni doğrulanma beklemek
7935,Geliştirici erişim bağlantınız yeniden oluşturulmuştur.,spam,yazılım,geliştiriç eriş bağla yeni oluşturul
7936,Yazılım platformu kullanıcı bilgilerinizi yeniden istemektedir.,spam,yazılım,yazıl platformu kullanıç bilgi yeni istemek
7937,Kod depolama hesabınız güvenlik kontrolüne alınmıştır.,spam,yazılım,kod depola hesap güvenlik kontrol al
7938,Premium geliştirici avantajınız aktif edilmeyi beklemektedir.,spam,yazılım,premium geliştiriç avantaj aktif edilme beklemek
7939,Sunucu hesabınızın silinmemesi için işlem yapılmalıdır.,spam,yazılım,sunuç hesap silinmemes işle yapılmal
7940,Öğrenci hesabınız doğrulanamadığı için erişiminiz sınırlandırılmıştır.,spam,eğitim,öğrenci hesap doğrulanamadık eriş sınırlandırıl
7941,Ücretsiz burs programına katılım hakkı kazandığınız bildirilmektedir.,spam,eğitim,ücretsiz burs program katıl hakkı kazandık bildirilmek
7942,Sınav sonuçlarınızı görüntülemek için kullanıcı hesabınıza giriş yapmanız gerekmektedir.,spam,eğitim,sınav sonuç görüntülemek kullanıç hesap giriş yapma gerekmek
7943,Öğrenci paneliniz güvenlik incelemesine alınmıştır.,spam,eğitim,öğrenci panel güvenlik inceleme al
7944,Ücretsiz sertifika programı hesabınıza tanımlanmıştır.,spam,eğitim,ücretsiz sertifika progra hesap tanımla
7945,Kullanıcı bilgileriniz eksik olduğu için öğrenci erişiminiz askıya alınmıştır.,spam,eğitim,kullanıç bilgi eksik öğrenci eriş askı al
7946,Eğitim hesabınız farklı cihazdan giriş nedeniyle incelenmektedir.,spam,eğitim,eğit hesap farklı cihaz giriş neden incelenmek
7947,Burs ödemenizin hesabınıza aktarılabilmesi için doğrulama yapılmalıdır.,spam,eğitim,burs ödeme hesap aktarılabilmes doğrula yapılmal
7948,Öğrenci sistemine ait güvenlik güncellemesi tamamlanmıştır.,spam,eğitim,öğrenci sistem ait güvenlik güncellemes tamamla
7949,Sınav giriş belgeniz yeniden doğrulanmayı beklemektedir.,spam,eğitim,sınav giriş belge yeni doğrulanma beklemek
7950,Ücretsiz eğitim üyeliği kampanyasına dahil edildiğiniz bildirilmektedir.,spam,eğitim,ücretsiz eğit üyelik kampanya dahil edildik bildirilmek
7951,Öğrenci hesabınızın kapatılmaması için işlem yapılması gerekmektedir.,spam,eğitim,öğrenci hesap kapatılmamas işle yapılmas gerekmek
7952,Online eğitim platformu kullanıcı bilgilerinizi yeniden istemektedir.,spam,eğitim,onl eğit platformu kullanıç bilgi yeni istemek
7953,Sertifika erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,eğitim,sertifika erişim deva etmes giriş yapma gerekmek
7954,Burs başvurunuz ön onay almıştır.,spam,eğitim,burs başvur ön onay al
7955,Kullanıcı hesabınız riskli işlem grubuna dahil edilmiştir.,spam,eğitim,kullanıç hesap riskli işle grup dahil edil
7956,Ücretsiz kurs erişim hakkınız bugün sona ermektedir.,spam,eğitim,ücretsiz kurs eriş hakk bugu so ermek
7957,Öğrenci bilgileriniz sistem tarafından doğrulanamamıştır.,spam,eğitim,öğrenci bilgi siste doğrulanamamış
7958,Sınav hesabınız geçici olarak askıya alınmıştır.,spam,eğitim,sınav hesap geçiç askı al
7959,Eğitim platformuna ait ödeme işleminiz başarısız olmuştur.,spam,eğitim,eğit platform ait öde işle başarıs ol
7960,Burs transferiniz güvenlik incelemesine alınmıştır.,spam,eğitim,burs transfer güvenlik inceleme al
7961,Özel öğrenci avantajları hesabınıza tanımlanmıştır.,spam,eğitim,özel öğrenci avantaj hesap tanımla
7962,Sınav erişim bilgileriniz eksik görünmektedir.,spam,eğitim,sınav eriş bilgi eksik görünmek
7963,Online eğitim üyeliğiniz yeniden aktif edilmeyi beklemektedir.,spam,eğitim,onl eğit üyelik yeni aktif edilme beklemek
7964,Öğrenci hesabınız güvenlik nedeniyle kısıtlanmıştır.,spam,eğitim,öğrenci hesap güvenlik neden kısıtla
7965,Ücretsiz yabancı dil kursu hesabınıza yüklenmiştir.,spam,eğitim,ücretsiz yabancı dil kursu hesap yükle
7966,Sertifika doğrulama bağlantınız yeniden oluşturulmuştur.,spam,eğitim,sertifika doğrula bağla yeni oluşturul
7967,Kullanıcı profiliniz eğitim sistemi tarafından doğrulanamamıştır.,spam,eğitim,kullanıç profil eğit siste doğrulanamamış
7968,Burs hesabınızın aktif edilmesi için işlem yapılmalıdır.,spam,eğitim,burs hesap aktif edilmes işle yapılmal
7969,Öğrenci giriş bilgileriniz yeniden talep edilmektedir.,spam,eğitim,öğrenci giriş bilgi yeni talep edilmek
7970,Ücretsiz eğitim kuponunuz hesabınıza aktarılmayı beklemektedir.,spam,eğitim,ücretsiz eğit kupo hesap aktarılma beklemek
7971,Eğitim hesabınız olağan dışı işlem nedeniyle incelemeye alınmıştır.,spam,eğitim,eğit hesap olağa dış işle neden inceleme al
7972,Sınav sonuç hesabınız yeniden doğrulanmayı beklemektedir.,spam,eğitim,sınav sonuç hesap yeni doğrulanma beklemek
7973,Öğrenci erişiminizin devam etmesi için güvenlik işlemi gereklidir.,spam,eğitim,öğrenci erişim deva etmes güvenlik işle gerekli
7974,Online kurs hesabınız riskli erişim nedeniyle sınırlandırılmıştır.,spam,eğitim,onl kurs hesap riskli eriş neden sınırlandırıl
7975,Ücretsiz premium eğitim üyeliği hesabınıza tanımlanmıştır.,spam,eğitim,ücretsiz premium eğit üyelik hesap tanımla
7976,Burs ödeme sisteminiz askıya alınmıştır.,spam,eğitim,burs öde siste askı al
7977,Sertifika hesabınızın silinmemesi için işlem yapılmalıdır.,spam,eğitim,sertifika hesap silinmemes işle yapılmal
7978,Öğrenci platformunda kullanıcı doğrulaması başarısız olmuştur.,spam,eğitim,öğrenci platform kullanıç doğrulamas başarıs ol
7979,Online eğitim erişiminiz güvenlik nedeniyle durdurulmuştur.,spam,eğitim,onl eğit eriş güvenlik neden durdurul
7980,Emlak hesabınız doğrulanamadığı için ilan erişiminiz sınırlandırılmıştır.,spam,emlak,emlak hesap doğrulanamadık ila eriş sınırlandırıl
7981,Kiralık daire başvurunuz ön onay almıştır.,spam,emlak,kiralık dair başvur ön onay al
7982,Tapu işlemlerinizin devam edebilmesi için kullanıcı doğrulaması gerekmektedir.,spam,emlak,tapu işlem deva edebilmes kullanıç doğrulamas gerekmek
7983,Ücretsiz yatırım fırsatı hesabınıza tanımlanmıştır.,spam,emlak,ücretsiz yatır fırsat hesap tanımla
7984,Emlak platformu hesabınız güvenlik incelemesine alınmıştır.,spam,emlak,emlak platformu hesap güvenlik inceleme al
7985,İlan ödeme işlemleriniz doğrulama beklemektedir.,spam,emlak,i lan öde işle doğrula beklemek
7986,Kullanıcı bilgileriniz eksik olduğu için emlak erişiminiz kısıtlanmıştır.,spam,emlak,kullanıç bilgi eksik emlak eriş kısıtla
7987,Yeni konut kampanyasına dahil edildiğiniz bildirilmektedir.,spam,emlak,ye konut kampanya dahil edildik bildirilmek
7988,Tapu devri işlemleriniz güvenlik kontrolüne alınmıştır.,spam,emlak,tapu devri işle güvenlik kontrol al
7989,Emlak hesabınız farklı cihazdan giriş nedeniyle askıya alınmıştır.,spam,emlak,emlak hesap farklı cihaz giriş neden askı al
7990,Ücretsiz ekspertiz hizmetiniz aktif edilmeyi beklemektedir.,spam,emlak,ücretsiz ekspertiz hizmet aktif edilme beklemek
7991,Kiralama işleminizin tamamlanabilmesi için işlem yapılmalıdır.,spam,emlak,kirala işlem tamamlanabilmes işle yapılmal
7992,Emlak üyeliğiniz riskli kullanıcı grubuna dahil edilmiştir.,spam,emlak,emlak üyelik riskli kullanıç grup dahil edil
7993,İlan hesabınızın silinmemesi için doğrulama yapılması gerekmektedir.,spam,emlak,i lan hesap silinmemes doğrula yapılmas gerekmek
7994,Konut başvuru bilgileriniz sistem tarafından doğrulanamamıştır.,spam,emlak,konut başvur bilgi siste doğrulanamamış
7995,Özel yatırım fırsatınız hesabınıza aktarılmayı beklemektedir.,spam,emlak,özel yatır fırsat hesap aktarılma beklemek
7996,Tapu ödeme sisteminiz güvenlik nedeniyle durdurulmuştur.,spam,emlak,tapu öde siste güvenlik neden durdurul
7997,Yeni kullanıcı emlak avantajları hesabınıza tanımlanmıştır.,spam,emlak,ye kullanıç emlak avantaj hesap tanımla
7998,Kiralama erişim bilgileriniz eksik görünmektedir.,spam,emlak,kirala eriş bilgi eksik görünmek
7999,Emlak platformu kullanıcı bilgilerinizi yeniden istemektedir.,spam,emlak,emlak platformu kullanıç bilgi yeni istemek
8000,İlan doğrulama bağlantınız yeniden oluşturulmuştur.,spam,emlak,i lan doğrula bağla yeni oluşturul
8001,Ücretsiz kira desteği hesabınıza yüklenmiştir.,spam,emlak,ücretsiz kira destek hesap yükle
8002,Tapu hesabınız güvenlik politikaları kapsamında incelenmektedir.,spam,emlak,tapu hesap güvenlik politika kapsam incelenmek
8003,Emlak hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,emlak,emlak hesap ait öde işle başarıs ol
8004,Konut rezervasyonunuz askıya alınmıştır.,spam,emlak,konut rezervasyo askı al
8005,Yatırım hesabınız yeniden doğrulanmayı beklemektedir.,spam,emlak,yatır hesap yeni doğrulanma beklemek
8006,Ücretsiz emlak danışmanlığı hizmeti hesabınıza tanımlanmıştır.,spam,emlak,ücretsiz emlak danışmanlık hizmet hesap tanımla
8007,İlan bilgileriniz eksik olduğu için erişiminiz sınırlandırılmıştır.,spam,emlak,i lan bilgi eksik eriş sınırlandırıl
8008,Tapu transfer işlemleriniz geçici olarak durdurulmuştur.,spam,emlak,tapu transfer işle geçiç durdurul
8009,Emlak erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,emlak,emlak erişim deva etmes giriş yapma gerekmek
8010,Konut kampanyası ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,emlak,konut kampanyas ödül hesap aktarılma beklemek
8011,Kiralama üyeliğiniz yeniden aktif edilmeyi beklemektedir.,spam,emlak,kirala üyelik yeni aktif edilme beklemek
8012,Tapu hesabınız olağan dışı işlem nedeniyle incelenmektedir.,spam,emlak,tapu hesap olağa dış işle neden incelenmek
8013,Özel kullanıcı yatırım fırsatı tanımlanmıştır.,spam,emlak,özel kullanıç yatır fırsat tanımla
8014,İlan sisteminde kullanıcı doğrulaması başarısız olmuştur.,spam,emlak,i lan sistem kullanıç doğrulamas başarıs ol
8015,Ücretsiz emlak kuponunuz bugün sona ermektedir.,spam,emlak,ücretsiz emlak kupo bugu so ermek
8016,Konut erişim hesabınız güvenlik nedeniyle kısıtlanmıştır.,spam,emlak,konut eriş hesap güvenlik neden kısıtla
